ID,Sem Conta Corrente,Conta corrente (<0),Conta corrente (<200),Conta corrente (>=200),Duração do empréstimo (meses),Histórico (Pendências em outros bancos),Histórico (Sem pendências neste banco),Histórico (Pendências honradas),Histórico (Pendências atrasadas),Histórico (Sem pendências),Propósito (Carro novo),Propósito (Carro usado),Propósito (Móveis),Propósito (Telefone),Propósito (Eletrodomésticos),Propósito (Reparos),Propósito (Educação),Propósito (Férias),Propósito (Retrainamento),Propósito (Empresarial),Propósito (Outros),Limite de crédito,Poupança (<100),Poupança (<500),Poupança (>1000),Poupança (<=1000),Poupança (Desconhecido/Sem fundos),Tempo no emprego (Desempregado),Tempo no emprego (<1ano),Tempo no emprego (<4anos),Tempo no emprego (<7anos),Tempo no emprego (>=7anos),Taxa de Juros,Gênero (M =1/F=0),Estado Civil (Solteiro),Fiadores (Sem Fiador),Fiadores (Co-requerente),Fiadores,Tempo de Residência (Anos),Propriedade (Imobiliária),Propriedade (Seguro de vida),Propriedade (Carro),Propriedade (Desconhecido/Sem propriedade),Idade,Plano de parcelamento (Bancário),Plano de parcelamento (Lojas),Plano de parcelamento (Sem plano),Moradia (Aluguel),Moradia (Própria),Moradia (Gratuita),Cartões de Crédito,Grau de Qualificação (Desempregado),Grau de Qualificação (Temporário),Grau de Qualificação (Efetivado),Grau de Qualificação (Gestor),Número de dependentes,Trabalhador estrangeiro,class
328,0,0,1,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4473,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,31,0,0,1,0,1,0,1,0,0,1,0,1,1,1
329,0,1,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1068,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,28,0,0,1,0,1,0,1,0,0,1,0,2,1,1
330,1,0,0,0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6615,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,4,0,0,0,1,75,0,0,1,0,0,1,2,0,0,0,1,1,1,1
331,0,0,0,1,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1864,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,1,0,0,0,30,0,0,1,0,1,0,2,0,0,1,0,1,1,0
332,0,1,0,0,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7408,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,2,0,1,0,0,24,0,0,1,0,1,0,1,0,0,0,1,1,1,0
333,0,0,0,1,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11590,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,1,0,24,1,0,0,1,0,0,2,0,1,0,0,1,1,0
334,1,0,0,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4110,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,0,0,0,1,23,1,0,0,1,0,0,2,0,0,1,0,2,1,0
335,1,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3384,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4,1,0,0,0,44,0,0,1,1,0,0,1,0,0,0,1,1,1,0
336,0,1,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2101,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,4,0,1,0,0,23,0,0,1,0,1,0,1,0,1,0,0,1,1,1
337,1,0,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1275,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,2,0,0,1,0,24,0,0,1,1,0,0,1,0,0,1,0,1,1,0
338,1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4169,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,4,0,1,0,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,1
339,0,1,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1521,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,2,0,0,1,0,31,0,0,1,0,1,0,1,0,1,0,0,1,1,1
340,0,1,0,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5743,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,0,0,1,24,0,0,1,0,0,1,2,0,0,1,0,1,1,1
341,1,0,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3599,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,1,0,26,0,0,1,1,0,0,1,0,1,0,0,1,1,1
342,0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3213,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3,1,0,0,0,25,0,0,1,1,0,0,1,0,0,1,0,1,1,1
343,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4439,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,33,1,0,0,0,1,0,1,0,0,0,1,1,1,1
344,0,0,1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3949,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,37,0,0,1,0,1,0,1,0,1,0,0,2,1,1
345,0,0,0,1,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1459,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,0,1,0,43,0,0,1,0,1,0,1,0,1,0,0,1,1,1
346,0,1,0,0,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,882,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1,4,1,0,0,0,23,0,0,1,0,1,0,2,0,0,1,0,1,1,1
347,0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3758,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,23,0,0,1,1,0,0,1,1,0,0,0,1,1,1
348,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1743,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,1,0,0,0,34,0,0,1,0,1,0,2,0,1,0,0,1,1,1
349,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1136,0,0,0,1,0,0,0,0,0,1,4,1,1,1,0,0,3,0,0,0,1,32,0,0,1,0,0,1,2,0,0,1,0,2,1,0
350,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1236,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,1,0,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,1,1
351,0,1,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,959,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,29,0,0,1,0,1,0,1,0,0,1,0,1,0,0
352,0,0,0,1,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3229,0,0,0,0,1,1,0,0,0,0,2,1,1,1,0,0,4,0,0,0,1,38,0,0,1,0,1,0,1,0,0,0,1,1,1,1
353,1,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6199,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,1,0,0,28,0,0,1,1,0,0,2,0,0,1,0,1,1,0
354,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,727,0,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,46,0,0,1,0,0,1,1,0,0,1,0,1,1,1
355,0,1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1246,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,2,1,0,0,0,23,0,1,0,0,1,0,1,0,1,0,0,1,1,0
356,0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2331,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,4,1,0,0,0,49,0,0,1,0,1,0,1,0,0,1,0,1,1,1
357,0,0,0,1,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4463,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,26,0,0,1,0,1,0,2,0,0,0,1,1,1,0
358,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,776,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,2,1,0,0,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,1
359,1,0,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2406,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,4,1,0,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,1,0
360,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1239,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,4,0,0,0,1,61,0,0,1,0,0,1,1,0,0,1,0,1,1,1
361,0,0,1,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3399,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,0,3,0,0,1,0,37,0,0,1,0,1,0,1,0,0,0,1,1,1,1
362,0,0,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2247,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,36,0,1,0,0,1,0,2,0,0,1,0,1,1,1
363,0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1766,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,1,0,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,1
364,1,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2473,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,1,0,0,1,0,25,0,0,1,0,1,0,1,1,0,0,0,1,1,0
365,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1542,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,4,0,0,1,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,1
366,0,0,0,1,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3850,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,1,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,1
367,1,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3650,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,1,0,22,0,0,1,1,0,0,1,0,0,1,0,1,1,1
368,1,0,0,0,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3446,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,42,0,0,1,0,1,0,1,0,0,1,0,2,1,0
369,0,1,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3001,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4,1,0,0,0,40,0,0,1,1,0,0,1,0,0,1,0,1,1,1
370,0,0,0,1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3079,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,4,1,0,0,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,1
371,0,0,0,1,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6070,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,0,0,1,0,33,0,0,1,0,1,0,2,0,0,1,0,1,1,1
372,0,0,0,1,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2146,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,23,0,0,1,1,0,0,2,0,0,1,0,1,1,1
373,0,0,0,1,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13756,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,0,4,0,0,0,1,63,1,0,0,0,0,1,1,0,0,0,1,1,1,1
374,0,1,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14782,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,4,0,0,0,1,60,1,0,0,0,0,1,2,0,0,0,1,1,1,0
375,1,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7685,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,4,0,0,1,0,37,0,0,1,1,0,0,1,0,0,1,0,1,1,0
376,0,0,0,1,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2320,1,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,3,1,0,0,0,34,0,0,1,0,1,0,2,0,0,1,0,1,1,1
377,0,0,0,1,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,846,0,0,0,0,1,0,0,0,0,1,3,1,1,1,0,0,4,0,0,0,1,36,0,0,1,0,0,1,1,0,0,1,0,1,1,1
378,0,1,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14318,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,0,0,1,57,0,0,1,0,0,1,1,0,0,0,1,1,1,0
379,0,0,0,1,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,362,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,0,1,0,52,0,0,1,0,1,0,2,0,1,0,0,1,1,1
380,1,0,0,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2212,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,4,0,0,1,0,39,0,0,1,0,1,0,1,0,0,1,0,1,1,1
381,0,1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12976,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,4,0,0,0,1,38,0,0,1,0,0,1,1,0,0,0,1,1,1,0
382,0,0,0,1,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,4,0,1,0,0,25,0,0,1,1,0,0,1,0,0,1,0,1,1,1
383,0,0,1,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1330,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,1
384,0,0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4272,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,0,1,0,0,26,0,0,1,0,1,0,2,0,1,0,0,1,1,1
385,0,0,0,1,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2238,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,25,0,0,1,0,1,0,2,0,0,1,0,1,1,1
386,0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1126,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,2,1,0,0,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,1
387,0,1,0,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7374,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,4,0,1,0,0,40,0,1,0,0,1,0,2,0,0,0,1,1,1,1
388,0,1,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2326,0,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,4,0,0,1,0,27,1,0,0,0,1,0,1,0,0,1,0,1,1,1
389,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1449,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,1
390,0,0,0,1,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1820,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,0,1,0,0,30,0,0,1,0,1,0,1,0,0,0,1,1,1,1
391,0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,983,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4,1,0,0,0,19,0,0,1,1,0,0,1,0,1,0,0,1,1,1
392,1,0,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3249,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,4,0,0,0,1,39,1,0,0,0,0,1,1,0,0,0,1,2,1,1
393,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1957,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,1,0,31,0,0,1,0,1,0,1,0,0,1,0,1,1,1
394,0,0,0,1,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2406,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,3,0,0,1,0,31,0,0,1,0,1,0,1,0,0,0,1,1,1,1
395,0,1,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11760,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0,0,3,0,0,0,1,32,0,0,1,1,0,0,1,0,0,1,0,1,1,1
396,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2578,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,4,0,0,0,1,55,0,0,1,0,0,1,1,0,0,0,1,1,1,1
397,1,0,0,0,36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2348,1,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,2,0,1,0,0,46,0,0,1,0,1,0,2,0,0,1,0,1,1,1
398,0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1223,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,46,0,0,1,1,0,0,2,0,0,1,0,1,1,0
399,0,0,0,1,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1516,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,1,1,0,0,0,43,0,0,1,0,1,0,2,0,1,0,0,1,1,1
400,0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1473,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,4,1,0,0,0,39,0,0,1,0,1,0,1,0,0,1,0,1,1,1
401,0,1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1887,0,0,0,0,1,0,0,1,0,0,4,1,0,1,0,0,4,1,0,0,0,28,1,0,0,0,1,0,2,0,0,1,0,1,1,1
402,0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8648,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,2,0,0,1,0,27,1,0,0,0,1,0,2,0,0,1,0,1,1,0
403,0,0,0,1,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,802,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,2,0,1,0,0,1,1,1
404,0,1,0,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2899,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,43,0,0,1,0,1,0,1,0,0,1,0,2,1,1
405,0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2039,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,22,0,0,1,0,1,0,1,0,0,1,0,1,1,0
406,0,0,0,1,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2197,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,4,0,0,1,0,43,0,0,1,0,1,0,2,0,0,1,0,2,1,1
407,1,0,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1053,1,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,2,1,0,0,0,27,0,0,1,0,1,0,1,0,0,1,0,1,0,1
408,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3235,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0,2,0,0,1,0,26,0,0,1,0,1,0,1,0,0,0,1,1,1,1
409,0,0,1,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,939,0,0,1,0,0,0,0,0,1,0,4,1,0,1,0,0,2,1,0,0,0,28,0,0,1,0,1,0,3,0,0,1,0,1,1,0
410,0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1967,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,4,0,0,1,0,20,0,0,1,0,1,0,1,0,0,1,0,1,1,1
411,0,0,0,1,33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7253,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,2,0,0,1,0,35,0,0,1,0,1,0,2,0,0,0,1,1,1,1
412,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2292,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,2,0,0,1,0,42,0,1,0,0,1,0,2,0,0,0,1,1,1,0
413,0,0,0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1597,0,0,1,0,0,0,0,1,0,0,3,1,1,1,0,0,2,0,0,0,1,40,0,0,1,1,0,0,1,0,1,0,0,2,0,1
414,1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,2,0,1,0,0,35,0,0,1,0,1,0,1,0,0,1,0,1,1,0
415,0,0,0,1,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5842,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,2,0,1,0,0,35,0,0,1,0,1,0,2,0,0,1,0,2,1,1
416,1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2579,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,33,0,0,1,0,1,0,1,0,1,0,0,2,1,0
417,1,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8471,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,23,0,0,1,1,0,0,2,0,0,1,0,1,1,1
418,0,0,0,1,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2782,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,31,1,0,0,0,1,0,1,0,0,0,1,1,1,1
419,0,1,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1042,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,2,0,1,0,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,0
420,0,0,0,1,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3186,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,3,0,0,1,0,20,0,0,1,1,0,0,1,0,0,1,0,1,1,1
421,0,1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2028,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,1
422,0,1,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,958,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,3,1,0,0,0,47,0,0,1,0,1,0,2,0,1,0,0,2,1,1
423,0,0,0,1,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1591,0,1,0,0,0,0,0,0,1,0,4,1,1,1,0,0,3,1,0,0,0,34,0,0,1,0,1,0,2,0,0,0,1,1,1,1
424,0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2762,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,25,1,0,0,0,1,0,1,0,0,1,0,1,1,0
425,0,1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2779,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,3,0,0,1,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,1
426,0,0,0,1,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2743,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,29,0,0,1,0,1,0,2,0,0,1,0,1,1,1
427,0,0,0,1,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1149,0,0,0,1,0,0,0,1,0,0,4,1,1,1,0,0,3,1,0,0,0,46,0,0,1,0,1,0,2,0,0,1,0,1,1,1
428,0,0,0,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1313,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4,0,0,1,0,20,0,0,1,0,1,0,1,0,0,1,0,1,1,1
429,1,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1190,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,55,0,0,1,0,0,1,3,1,0,0,0,2,1,0
430,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3448,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,4,1,0,0,0,74,0,0,1,0,1,0,1,0,1,0,0,1,1,1
431,0,1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11328,1,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,3,0,0,1,0,29,1,0,0,0,1,0,2,0,0,0,1,1,1,0
432,1,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1872,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,4,0,0,0,1,36,0,0,1,0,0,1,3,0,0,0,1,1,1,1
433,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2058,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,2,1,0,0,0,33,0,0,1,0,1,0,2,0,0,1,0,1,1,1
434,1,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2136,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,1,0,0,0,25,0,0,1,0,1,0,1,0,0,1,0,1,1,1
435,0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1484,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,1,0,0,0,25,0,0,1,0,1,0,1,0,0,1,0,1,1,0
436,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,660,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,4,1,0,0,0,23,0,0,1,1,0,0,1,0,1,0,0,1,1,1
437,0,0,0,1,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,4,1,0,0,0,37,0,0,1,0,1,0,2,0,0,1,0,1,1,1
438,1,0,0,0,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3394,1,0,0,0,0,1,0,0,0,0,4,1,1,0,1,0,4,0,0,1,0,65,0,0,1,0,1,0,2,1,0,0,0,1,1,1
